filename,score
vits_4778-0010,5.0
vits_4778-0011,2.6666666666666665
vits_4778-0014,3.0
vits_4778-0015,5.0
vits_4778-0017,3.0
vits_4778-0018,4.0
vits_4778-0019,3.0
vits_4778-0022,2.0
vits_4778-0023,2.0
vits_4778-0024,4.0
vits_4778-0025,3.0
vits_4778-0027,2.5
vits_4778-0029,3.0
vits_4783-0000,5.0
vits_4783-0001,4.0
vits_4783-0002,3.0
vits_4783-0004,4.0
vits_4783-0005,4.0
vits_4783-0006,4.0
vits_4783-0007,1.0
vits_4783-0008,4.0
vits_4783-0010,4.0
vits_4783-0011,4.5
vits_4783-0012,4.0
vits_4783-0013,2.0
vits_4783-0014,2.0
vits_4783-0015,2.75
vits_4783-0017,4.333333333333333
vits_4783-0018,3.0
vits_4783-0019,4.0
vits_4783-0020,3.0
vits_4783-0021,4.0
vits_4783-0022,2.0
vits_4783-0023,2.0
vits_4783-0024,3.0
vits_4783-0025,1.5
vits_4783-0026,3.0
vits_4783-0028,3.3333333333333335
vits_4783-0029,3.0
vits_4801-0000,4.5
vits_4801-0002,3.5
vits_4801-0003,1.0
vits_4801-0004,5.0
vits_4801-0005,5.0
vits_4801-0007,4.333333333333333
vits_4801-0008,4.0
vits_4801-0009,3.5
vits_4801-0011,4.0
vits_4801-0013,4.0
vits_4801-0014,5.0
vits_4801-0016,2.0
vits_4801-0017,3.0
vits_4801-0019,2.0
vits_4801-0020,4.5
vits_4801-0021,4.0
vits_4801-0022,4.0
vits_4801-0023,2.0
vits_4801-0025,3.6666666666666665
vits_4801-0026,3.0
vits_4801-0027,1.0
vits_4801-0028,3.2
vits_4801-0029,3.0
vits_5025-0003,3.0
vits_5025-0004,3.0
vits_5025-0005,3.5
vits_5025-0006,3.0
vits_5025-0007,3.0
vits_5025-0011,3.6666666666666665
vits_5025-0014,4.0
vits_5025-0015,4.0
vits_5025-0016,3.6666666666666665
vits_5025-0017,4.0
vits_5025-0018,1.0
vits_5025-0019,2.3333333333333335
vits_5025-0021,3.0
vits_5025-0022,3.0
vits_5025-0024,2.0
vits_5025-0025,4.0
vits_5025-0027,4.0
vits_5025-0028,2.5
vits_5068-0000,2.0
vits_5068-0001,3.0
vits_5068-0002,3.0
vits_5068-0003,4.0
vits_5068-0004,3.5
vits_5068-0005,2.5
vits_5068-0006,4.0
vits_5068-0007,4.0
vits_5068-0008,3.0
vits_5068-0009,2.3333333333333335
vits_5068-0010,4.0
vits_5068-0013,4.0
vits_5068-0014,2.5
vits_5068-0015,2.0
vits_5068-0016,4.5
vits_5068-0018,2.0
vits_5068-0019,3.0
vits_5068-0020,2.5
vits_5068-0023,3.0
vits_5068-0025,3.5
vits_5068-0026,3.0
vits_5068-0028,3.5
vits_5068-0029,3.0
vits_5103-0000,4.0
vits_5103-0001,4.0
vits_5103-0002,3.0
vits_5103-0003,2.5
vits_5103-0006,4.0
vits_5103-0007,2.0
vits_5103-0008,4.0
vits_5103-0009,5.0
vits_5103-0010,3.0
vits_5103-0011,3.0
vits_5103-0012,3.0
vits_5103-0014,3.0
vits_5103-0016,3.0
vits_5103-0019,3.5
vits_5103-0020,3.0
vits_5103-0021,3.5
vits_5103-0022,4.0
vits_5103-0024,2.0
vits_5103-0025,2.5
vits_5103-0027,3.0
vits_5103-0029,2.0
vits_5677-0000,2.6666666666666665
vits_5677-0001,3.0
vits_5677-0002,3.0
vits_5677-0003,5.0
vits_5677-0004,3.5
vits_5677-0005,3.5
vits_5677-0006,3.0
vits_5677-0007,3.0
vits_5677-0008,4.0
vits_5677-0009,4.0
vits_5677-0012,3.0
vits_5677-0013,4.0
vits_5677-0014,4.0
vits_5677-0016,4.0
vits_5677-0018,3.0
vits_5677-0020,3.5
vits_5677-0026,3.6666666666666665
vits_5677-0027,4.0
vits_5677-0029,3.5
vits_5705-0000,4.5
vits_5705-0001,3.5
vits_5705-0002,3.0
vits_5705-0003,4.0
vits_5705-0004,2.0
vits_5705-0005,3.0
vits_5705-0006,3.5
vits_5705-0007,5.0
vits_5705-0008,1.0
vits_5705-0009,3.3333333333333335
vits_5705-0010,3.0
vits_5705-0011,3.0
vits_5705-0013,4.0
vits_5705-0014,4.0
vits_5705-0015,3.5
vits_5705-0016,4.0
vits_5705-0018,4.0
vits_5705-0019,3.0
vits_5705-0020,2.5
vits_5705-0021,5.0
vits_5705-0022,4.0
vits_5705-0024,3.0
vits_5705-0025,4.0
vits_5705-0026,1.0
vits_5705-0029,3.5
vits_5888-0001,3.0
vits_5888-0002,2.0
vits_5888-0004,4.0
vits_5888-0005,4.0
vits_5888-0008,3.0
vits_5888-0010,2.3333333333333335
vits_5888-0011,4.0
vits_5888-0012,4.0
vits_5888-0013,5.0
vits_5888-0014,3.0
vits_5888-0015,4.0
vits_5888-0016,4.0
vits_5888-0017,3.5
vits_5888-0018,4.0
vits_5888-0019,2.0
vits_5888-0021,1.5
vits_5888-0023,2.0
vits_5888-0024,2.5
vits_5888-0025,4.0
vits_5888-0028,3.0
vits_5888-0029,3.0
vits_6207-0001,3.0
vits_6207-0002,1.0
vits_6207-0004,2.5
vits_6207-0005,2.0
vits_6207-0007,2.6666666666666665
vits_6207-0008,3.5
vits_6207-0009,5.0
vits_6207-0010,3.0
vits_6207-0011,3.0
vits_6207-0012,2.0
vits_6207-0015,1.0
vits_6207-0018,2.5
vits_6207-0021,4.0
vits_6207-0022,3.5
vits_6207-0024,2.5
vits_6207-0025,2.0
vits_6207-0026,3.0
vits_6207-0027,4.0
vits_6207-0028,3.0
vits_6581-0001,3.6666666666666665
vits_6581-0002,4.0
vits_6581-0003,4.0
vits_6581-0004,4.0
vits_6581-0005,3.0
vits_6581-0007,5.0
vits_6581-0008,4.0
vits_6581-0009,5.0
vits_6581-0010,3.3333333333333335
vits_6581-0011,3.5
vits_6581-0012,2.0
vits_6581-0013,5.0
vits_6581-0015,2.0
vits_6581-0016,3.0
vits_6581-0017,3.0
vits_6581-0019,5.0
vits_6581-0020,4.0
vits_6581-0021,3.0
vits_6581-0022,3.5
vits_6581-0027,4.0
vits_6581-0028,5.0
vits_6601-0001,3.6666666666666665
vits_6601-0002,2.6666666666666665
vits_6601-0003,2.0
vits_6601-0005,4.0
vits_6601-0007,3.6666666666666665
vits_6601-0010,3.0
vits_6601-0011,4.0
vits_6601-0013,4.5
vits_6601-0014,4.0
vits_6601-0016,4.0
vits_6601-0017,4.0
vits_6601-0018,2.0
vits_6601-0019,3.3333333333333335
vits_6601-0020,3.0
vits_6601-0022,2.0
vits_6601-0023,4.0
vits_6601-0024,3.0
vits_6601-0025,4.0
vits_6601-0026,1.0
vits_6601-0027,4.0
vits_6601-0028,3.0
vits_6601-0029,2.5
vits_6700-0004,4.0
vits_6700-0006,4.0
vits_6700-0007,4.5
vits_6700-0009,4.0
vits_6700-0012,2.0
vits_6700-0013,3.0
vits_6700-0015,3.0
vits_6700-0017,4.5
vits_6700-0018,4.5
vits_6700-0019,2.5
vits_6700-0020,3.0
vits_6700-0021,3.5
vits_6700-0022,2.75
vits_6700-0023,3.5
vits_6700-0025,3.0
vits_6700-0026,3.0
vits_6700-0027,2.5
vits_6700-0028,1.5
vits_6700-0029,4.0
vits_7028-0001,4.0
vits_7028-0003,4.5
vits_7028-0005,3.3333333333333335
vits_7028-0006,2.0
vits_7028-0007,3.25
vits_7028-0008,2.0
vits_7028-0010,4.0
vits_7028-0011,5.0
vits_7028-0012,4.0
vits_7028-0013,2.6666666666666665
vits_7028-0014,3.0
vits_7028-0015,3.0
vits_7028-0016,2.5
vits_7028-0017,4.666666666666667
vits_7028-0019,4.0
vits_7028-0020,3.0
vits_7028-0021,3.0
vits_7028-0022,3.0
vits_7028-0023,2.0
vits_7028-0025,3.1666666666666665
vits_7028-0026,3.0
vits_7028-0027,3.5
vits_7028-0028,4.0
vits_7028-0029,3.0
vits_8680-0000,3.0
vits_8680-0002,2.0
vits_8680-0003,3.0
vits_8680-0006,2.0
vits_8680-0007,2.0
vits_8680-0008,2.6666666666666665
vits_8680-0009,1.0
vits_8680-0011,2.0
vits_8680-0012,4.0
vits_8680-0013,3.0
vits_8680-0014,2.5
vits_8680-0015,1.0
vits_8680-0016,3.0
vits_8680-0017,1.0
vits_8680-0018,1.6666666666666667
vits_8680-0019,5.0
vits_8680-0020,2.5
vits_8680-0021,2.3333333333333335
vits_8680-0022,1.0
vits_8680-0023,1.0
vits_8680-0024,4.0
vits_8680-0025,1.0
vits_8680-0026,3.0
vits_8680-0027,2.8333333333333335
vits_8680-0028,4.0
vits_9217-0000,2.0
vits_9217-0002,1.0
vits_9217-0004,3.5
vits_9217-0005,2.5
vits_9217-0006,2.0
vits_9217-0007,5.0
vits_9217-0008,3.0
vits_9217-0010,4.0
vits_9217-0011,4.0
vits_9217-0012,3.75
vits_9217-0014,4.0
vits_9217-0015,3.5
vits_9217-0018,3.0
vits_9217-0019,1.0
vits_9217-0020,2.3333333333333335
vits_9217-0021,3.0
vits_9217-0023,4.0
vits_9217-0024,2.0
vits_9217-0026,5.0
vits_9217-0027,4.5
vits_9217-0028,2.5
vits_9217-0029,3.0
vits_9351-0002,4.0
vits_9351-0004,2.6666666666666665
vits_9351-0005,3.3333333333333335
vits_9351-0006,3.0
vits_9351-0007,4.0
vits_9351-0008,4.0
vits_9351-0009,1.0
vits_9351-0011,4.0
vits_9351-0012,3.0
vits_9351-0014,4.0
vits_9351-0018,4.0
vits_9351-0021,3.0
vits_9351-0022,3.75
vits_9351-0023,4.0
vits_9351-0024,3.0
vits_9351-0025,2.0
vits_9351-0026,2.5
vits_9351-0027,5.0
vits_9351-0028,2.5
vits_9351-0029,3.0
vits_9485-0000,3.0
vits_9485-0001,1.0
vits_9485-0002,3.5
vits_9485-0004,3.3333333333333335
vits_9485-0005,5.0
vits_9485-0007,2.0
vits_9485-0008,2.0
vits_9485-0010,2.0
vits_9485-0011,2.0
vits_9485-0014,4.0
vits_9485-0015,4.5
vits_9485-0016,5.0
vits_9485-0017,3.0
vits_9485-0018,3.75
vits_9485-0020,2.0
vits_9485-0022,3.2
vits_9485-0023,1.0
vits_9485-0025,5.0
vits_9485-0026,4.0
vits_9485-0028,4.0
vits_9485-0029,4.0
10107_6390_000003,5.0
10107_6390_000006,5.0
10107_6390_000013,4.0
10199_6390_000000,4.0
12865_13396_000005,4.0
12865_13396_000010,5.0
12865_13396_000015,3.0
2959_2564_000001,5.0
2959_2564_000010,5.0
2959_2564_000011,5.0
2959_2564_000019,5.0
2961_2564_000001,5.0
2961_2564_000012,4.5
2961_2564_000016,4.0
3814_2564_000000,5.0
3976_2564_000005,4.5
4367_3648_000008,5.0
4367_3648_000009,5.0
4778_3962_000003,4.0
5025_3962_000000,5.0
5068_3962_000002,2.0
5103_3962_000005,5.0
5677_4744_000010,5.0
5677_4744_000015,3.0
5677_4744_000019,5.0
5705_4744_000000,5.0
5705_4744_000004,4.0
5705_4744_000017,3.0
5888_4811_000001,3.0
5888_4811_000011,4.0
5888_4811_000015,4.0
5888_4811_000017,2.0
6207_5270_000005,5.0
6207_5270_000011,4.5
6207_5270_000012,4.0
6207_5270_000017,2.0
6581_5323_000000,4.0
6601_5323_000011,5.0
6601_5323_000013,3.0
6601_5323_000015,3.0
6601_5323_000016,4.0
6700_5323_000001,5.0
6700_5323_000006,5.0
7028_5323_000001,4.0
7028_5323_000004,5.0
7028_5323_000015,4.0
8680_6390_000001,3.5
8680_6390_000009,5.0
8680_6390_000011,5.0
9217_6390_000002,4.5
9217_6390_000012,5.0
9351_6390_000000,3.0
9351_6390_000006,5.0
9485_6390_000005,4.0
9485_6390_000009,4.0
9485_6390_000013,3.0
GS1-0001,5.0
GS1-0002,5.0
GS1-0005,5.0
GS1-0009,5.0
GS1-0015,5.0
dataset_oficial_copel-0594,5.0
dataset_oficial_copel-0596,4.0
dataset_oficial_copel-0600,5.0
dataset_oficial_copel-0603,3.3333333333333335
ground_truth_bz_bolsonaro_onu-0004,4.0
ground_truth_dr_onu-2012-0008,5.0
ground_truth_gm_crime_pe_amaro-1059,5.0
ground_truth_gm_crime_pe_amaro-1060,5.0
ground_truth_gm_crime_pe_amaro-1070,5.0
ground_truth_lu_onu_2009-0003,4.0
ground_truth_lu_onu_2009-0008,5.0
ground_truth_lu_onu_2009-0009,4.5
ground_truth_lu_onu_2009-0013,3.0
ground_truth_lu_onu_2009-0015,5.0
ground_truth_lu_onu_2009-0018,5.0
ground_truth_pe_isaura_f-0061,3.0
ground_truth_pe_isaura_f-0071,4.0
msc_d_tunner_tacotron_gst_waveglow_1_0,4.0
msc_d_tunner_tacotron_gst_waveglow_1_10,4.0
msc_d_tunner_tacotron_gst_waveglow_1_11,4.0
msc_d_tunner_tacotron_gst_waveglow_1_13,4.0
msc_d_tunner_tacotron_gst_waveglow_1_15,5.0
msc_d_tunner_tacotron_gst_waveglow_1_2,4.0
msc_d_tunner_tacotron_gst_waveglow_1_3,4.0
msc_d_tunner_tacotron_gst_waveglow_1_4,5.0
msc_d_tunner_tacotron_gst_waveglow_1_7,5.0
msc_d_tunner_tacotron_gst_waveglow_1_9,5.0
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0006,2.0
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0008,1.0
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0009,3.0
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0012,1.0
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0013,1.0
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0015,3.0
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0021,3.0
noise-_input_output_BZ_BZ_taco2hifigan-BZ-0028,1.5
noise-_input_output_DI_DI_taco2hifigan-DI-0001,2.0
noise-_input_output_DI_DI_taco2hifigan-DI-0004,1.0
noise-_input_output_DI_DI_taco2hifigan-DI-0006,2.0
noise-_input_output_DI_DI_taco2hifigan-DI-0007,1.0
noise-_input_output_DI_DI_taco2hifigan-DI-0009,1.0
noise-_input_output_DI_DI_taco2hifigan-DI-0012,1.0
noise-_input_output_DI_DI_taco2hifigan-DI-0013,1.0
noise-_input_output_DI_DI_taco2hifigan-DI-0015,2.5
noise-_input_output_DI_DI_taco2hifigan-DI-0017,1.0
noise-_input_output_DI_DI_taco2hifigan-DI-0019,1.0
noise-_input_output_DR_DR_taco2hifigan-DR-0004,1.5
noise-_input_output_DR_DR_taco2hifigan-DR-0007,1.0
noise-_input_output_DR_DR_taco2hifigan-DR-0017,4.0
noise-_input_output_DR_DR_taco2hifigan-DR-0023,1.5
noise-_input_output_FN_FN_taco2hifigan-FN-0001,2.5
noise-_input_output_FN_FN_taco2hifigan-FN-0004,2.0
noise-_input_output_GM_GM_taco2hifigan-GM-0001,2.5
noise-_input_output_GM_GM_taco2hifigan-GM-0002,1.0
noise-_input_output_GM_GM_taco2hifigan-GM-0003,3.5
noise-_input_output_GM_GM_taco2hifigan-GM-0005,1.5
noise-_input_output_GM_GM_taco2hifigan-GM-0008,1.3333333333333333
noise-_input_output_GM_GM_taco2hifigan-GM-0014,2.0
noise-_input_output_GM_GM_taco2hifigan-GM-0019,3.0
noise-_input_output_GM_GM_taco2hifigan-GM-0026,1.0
noise-_input_output_GS_GS_taco2hifigan-GS-0002,2.0
noise-_input_output_GS_GS_taco2hifigan-GS-0003,3.0
noise-_input_output_GS_GS_taco2hifigan-GS-0004,3.0
noise-_input_output_GS_GS_taco2hifigan-GS-0006,2.3333333333333335
noise-_input_output_GS_GS_taco2hifigan-GS-0011,1.0
noise-_input_output_GS_GS_taco2hifigan-GS-0014,3.0
noise-_input_output_GS_GS_taco2hifigan-GS-0018,2.0
noise-_input_output_GS_GS_taco2hifigan-GS-0019,2.0
noise-_input_output_GS_GS_taco2hifigan-GS-0023,1.0
noise-_input_output_GS_GS_taco2hifigan-GS-0028,2.0
noise-_input_output_IR_IR_taco2hifigan-IR-0001,1.0
noise-_input_output_IR_IR_taco2hifigan-IR-0006,2.0
noise-_input_output_IR_IR_taco2hifigan-IR-0012,1.0
noise-_input_output_IR_IR_taco2hifigan-IR-0016,1.0
noise-_input_output_IR_IR_taco2hifigan-IR-0018,1.0
noise-_input_output_IR_IR_taco2hifigan-IR-0020,2.0
noise-_input_output_IR_IR_taco2hifigan-IR-0026,2.0
noise-_input_output_IR_IR_taco2hifigan-IR-0027,2.0
noise-_input_output_LI_LI_taco2hifigan-LI-0006,2.0
noise-_input_output_LI_LI_taco2hifigan-LI-0007,1.6666666666666667
noise-_input_output_LI_LI_taco2hifigan-LI-0013,2.0
noise-_input_output_LI_LI_taco2hifigan-LI-0020,1.0
noise-_input_output_LI_LI_taco2hifigan-LI-0025,1.0
noise-_input_output_LI_LI_taco2hifigan-LI-0026,1.0
noise-_input_output_LN_LN_taco2hifigan-LN-0002,1.0
noise-_input_output_LN_LN_taco2hifigan-LN-0004,1.0
noise-_input_output_LN_LN_taco2hifigan-LN-0010,2.0
noise-_input_output_LN_LN_taco2hifigan-LN-0012,2.0
noise-_input_output_LN_LN_taco2hifigan-LN-0014,1.5
noise-_input_output_LN_LN_taco2hifigan-LN-0017,1.0
noise-_input_output_LN_LN_taco2hifigan-LN-0022,1.0
noise-_input_output_LN_LN_taco2hifigan-LN-0023,1.0
noise-_input_output_LN_LN_taco2hifigan-LN-0028,3.0
noise-_input_output_LU_LU_taco2hifigan-LU-0001,3.0
noise-_input_output_LU_LU_taco2hifigan-LU-0011,1.0
noise-_input_output_LU_LU_taco2hifigan-LU-0016,1.5
noise-_input_output_LU_LU_taco2hifigan-LU-0017,1.0
noise-_input_output_LU_LU_taco2hifigan-LU-0020,2.0
noise-_input_output_LU_LU_taco2hifigan-LU-0022,1.0
noise-_input_output_LU_LU_taco2hifigan-LU-0026,1.3333333333333333
noise-_input_output_MA_MA_taco2hifigan-MA-0001,1.0
noise-_input_output_MA_MA_taco2hifigan-MA-0002,1.0
noise-_input_output_MA_MA_taco2hifigan-MA-0003,1.0
noise-_input_output_MA_MA_taco2hifigan-MA-0012,1.0
noise-_input_output_MA_MA_taco2hifigan-MA-0019,1.0
noise-_input_output_PE_PE_taco2hifigan-PE-0009,2.0
noise-_input_output_PE_PE_taco2hifigan-PE-0018,1.0
noise-_input_output_PE_PE_taco2hifigan-PE-0028,1.5
noise-_input_output_RC_RC_taco2hifigan-RC-0004,3.0
noise-_input_output_RC_RC_taco2hifigan-RC-0011,1.0
noise-_input_output_RC_RC_taco2hifigan-RC-0013,1.0
noise-_input_output_RC_RC_taco2hifigan-RC-0019,1.0
taco2griffin_lim-BZ-0002,2.0
taco2griffin_lim-BZ-0018,2.0
taco2griffin_lim-BZ-0023,2.0
taco2griffin_lim-BZ-0026,2.0
taco2griffin_lim-DI-0008,2.5
taco2griffin_lim-DI-0019,2.0
taco2griffin_lim-DI-0022,2.0
taco2griffin_lim-DI-0028,1.5
taco2griffin_lim-DR-0004,2.0
taco2griffin_lim-DR-0005,2.0
taco2griffin_lim-DR-0016,2.0
taco2griffin_lim-DR-0017,3.0
taco2griffin_lim-FN-0005,1.5
taco2griffin_lim-FN-0012,4.5
taco2griffin_lim-FN-0015,1.0
taco2griffin_lim-FN-0029,1.5
taco2griffin_lim-GM-0005,1.6666666666666667
taco2griffin_lim-GM-0007,3.0
taco2griffin_lim-GM-0009,2.0
taco2griffin_lim-GM-0017,2.5
taco2griffin_lim-GM-0019,2.0
taco2griffin_lim-GM-0024,2.0
taco2griffin_lim-GS-0003,2.0
taco2griffin_lim-GS-0006,3.0
taco2griffin_lim-GS-0018,3.0
taco2griffin_lim-GS-0025,1.0
taco2griffin_lim-IR-0001,2.0
taco2griffin_lim-IR-0007,1.5
taco2griffin_lim-IR-0008,3.0
taco2griffin_lim-IR-0010,2.0
taco2griffin_lim-IR-0011,4.0
taco2griffin_lim-IR-0012,1.0
taco2griffin_lim-IR-0013,1.5
taco2griffin_lim-IR-0014,1.0
taco2griffin_lim-IR-0016,2.0
taco2griffin_lim-IR-0025,4.0
taco2griffin_lim-IR-0028,2.0
taco2griffin_lim-LI-0005,3.0
taco2griffin_lim-LI-0010,1.0
taco2griffin_lim-LI-0012,2.5
taco2griffin_lim-LI-0018,2.6666666666666665
taco2griffin_lim-LI-0019,3.0
taco2griffin_lim-LI-0021,3.25
taco2griffin_lim-LI-0023,2.0
taco2griffin_lim-LI-0027,1.0
taco2griffin_lim-LN-0010,2.0
taco2griffin_lim-LN-0013,1.0
taco2griffin_lim-LN-0018,1.5
taco2griffin_lim-LN-0022,1.3333333333333333
taco2griffin_lim-LN-0024,1.5
taco2griffin_lim-LN-0028,1.0
taco2griffin_lim-LU-0005,2.5
taco2griffin_lim-LU-0006,2.5
taco2griffin_lim-LU-0007,2.0
taco2griffin_lim-LU-0010,3.0
taco2griffin_lim-LU-0012,2.5
taco2griffin_lim-LU-0015,3.0
taco2griffin_lim-LU-0018,2.0
taco2griffin_lim-MA-0014,1.5
taco2griffin_lim-MA-0016,1.0
taco2griffin_lim-MA-0018,1.0
taco2griffin_lim-MA-0019,2.0
taco2griffin_lim-MA-0020,2.0
taco2griffin_lim-MA-0026,1.0
taco2griffin_lim-PE-0000,3.0
taco2griffin_lim-PE-0003,1.5
taco2griffin_lim-PE-0004,3.0
taco2griffin_lim-PE-0015,3.0
taco2griffin_lim-PE-0023,1.0
taco2griffin_lim-PE-0028,3.0
taco2griffin_lim-RC-0004,1.0
taco2griffin_lim-RC-0006,1.6666666666666667
taco2griffin_lim-RC-0007,2.0
taco2griffin_lim-RC-0011,2.0
taco2griffin_lim-RC-0013,2.0
taco2griffin_lim-RC-0015,2.0
taco2griffin_lim-RC-0020,2.0
taco2griffin_lim-RC-0022,3.0
taco2griffin_lim-RC-0028,3.5
taco2hifigan-BZ-0003,5.0
taco2hifigan-BZ-0008,5.0
taco2hifigan-BZ-0015,4.0
taco2hifigan-BZ-0024,5.0
taco2hifigan-BZ-0027,3.2
taco2hifigan-DI-0002,5.0
taco2hifigan-DI-0005,4.5
taco2hifigan-DI-0006,5.0
taco2hifigan-DI-0007,4.0
taco2hifigan-DI-0008,5.0
taco2hifigan-DI-0018,2.0
taco2hifigan-DI-0027,4.5
taco2hifigan-DI-0029,4.0
taco2hifigan-DR-0006,3.0
taco2hifigan-DR-0011,3.0
taco2hifigan-DR-0015,4.0
taco2hifigan-DR-0021,5.0
taco2hifigan-DR-0026,4.0
taco2hifigan-FN-0003,4.0
taco2hifigan-FN-0006,3.5
taco2hifigan-FN-0011,4.0
taco2hifigan-FN-0027,5.0
taco2hifigan-GM-0001,4.5
taco2hifigan-GM-0005,4.0
taco2hifigan-GM-0011,5.0
taco2hifigan-GM-0015,4.0
taco2hifigan-GM-0020,3.5
taco2hifigan-GM-0022,5.0
taco2hifigan-GM-0023,4.5
taco2hifigan-GM-0026,3.5
taco2hifigan-GS-0004,4.666666666666667
taco2hifigan-GS-0005,5.0
taco2hifigan-GS-0018,5.0
taco2hifigan-GS-0019,5.0
taco2hifigan-GS-0022,5.0
taco2hifigan-IR-0005,3.5
taco2hifigan-IR-0009,3.0
taco2hifigan-IR-0010,2.75
taco2hifigan-IR-0014,3.0
taco2hifigan-IR-0018,3.0
taco2hifigan-IR-0028,4.0
taco2hifigan-LI-0000,4.5
taco2hifigan-LI-0002,4.0
taco2hifigan-LI-0003,5.0
taco2hifigan-LI-0005,5.0
taco2hifigan-LI-0011,5.0
taco2hifigan-LI-0012,5.0
taco2hifigan-LI-0014,5.0
taco2hifigan-LI-0016,4.0
taco2hifigan-LI-0018,4.0
taco2hifigan-LI-0019,3.0
taco2hifigan-LI-0029,4.5
taco2hifigan-LN-0004,3.0
taco2hifigan-LN-0017,4.0
taco2hifigan-LN-0022,2.0
taco2hifigan-LU-0004,3.6666666666666665
taco2hifigan-LU-0005,3.0
taco2hifigan-LU-0008,2.0
taco2hifigan-LU-0010,2.0
taco2hifigan-LU-0012,2.0
taco2hifigan-MA-0001,3.0
taco2hifigan-MA-0002,5.0
taco2hifigan-MA-0005,3.0
taco2hifigan-MA-0010,3.2
taco2hifigan-MA-0018,2.0
taco2hifigan-MA-0019,3.0
taco2hifigan-MA-0024,2.0
taco2hifigan-PE-0009,3.0
taco2hifigan-PE-0015,3.0
taco2hifigan-PE-0019,5.0
taco2hifigan-PE-0022,3.5
taco2hifigan-PE-0026,4.0
taco2hifigan-RC-0010,5.0
taco2hifigan-RC-0019,4.0
taco2hifigan-RC-0021,3.0
taco2hifigan-RC-0022,2.5
taco2hifigan-RC-0025,4.0
taco2hifigan-RC-0028,4.5
taco2hifigan-RC-0029,4.5
taco2waveglow-BZ-0002,4.0
taco2waveglow-BZ-0006,3.0
taco2waveglow-BZ-0009,3.0
taco2waveglow-BZ-0014,4.0
taco2waveglow-DR-0002,5.0
taco2waveglow-DR-0004,3.3333333333333335
taco2waveglow-DR-0006,3.0
taco2waveglow-DR-0017,3.0
taco2waveglow-DR-0018,5.0
taco2waveglow-DR-0020,3.0
taco2waveglow-DR-0021,4.5
taco2waveglow-DR-0026,4.333333333333333
taco2waveglow-DR-0028,3.5
taco2waveglow-GM-0001,4.5
taco2waveglow-GM-0004,5.0
taco2waveglow-GM-0006,5.0
taco2waveglow-GM-0007,5.0
taco2waveglow-GM-0012,5.0
taco2waveglow-GM-0015,4.5
taco2waveglow-GM-0021,4.5
taco2waveglow-GS-0000,4.0
taco2waveglow-GS-0002,5.0
taco2waveglow-GS-0005,5.0
taco2waveglow-GS-0018,5.0
taco2waveglow-GS-0022,4.0
taco2waveglow-GS-0023,5.0
taco2waveglow-GS-0025,4.333333333333333
taco2waveglow-GS-0027,4.666666666666667
taco2waveglow-LI-0000,5.0
taco2waveglow-LI-0022,4.0
taco2waveglow-LI-0025,3.0
taco2waveglow-LU-0002,4.0
taco2waveglow-LU-0005,4.0
taco2waveglow-LU-0010,3.5
taco2waveglow-LU-0011,3.0
taco2waveglow-LU-0018,4.0
taco2waveglow-LU-0020,3.3333333333333335
taco2waveglow-PE-0008,5.0
taco2waveglow-PE-0010,4.0
taco2waveglow-PE-0012,4.0
taco2waveglow-PE-0015,3.0
taco2waveglow-PE-0017,5.0
vits_10107-0001,4.0
vits_10107-0002,4.0
vits_10107-0013,4.0
vits_10107-0014,5.0
vits_10107-0017,5.0
vits_10107-0024,3.0
vits_10107-0028,5.0
vits_10199-0004,3.1666666666666665
vits_10199-0006,3.5
vits_10199-0009,3.5
vits_10199-0014,2.0
vits_10199-0015,3.5
vits_10199-0018,3.0
vits_10199-0028,3.0
vits_10670-0002,4.0
vits_10670-0006,3.0
vits_10670-0009,2.5
vits_10670-0015,3.5
vits_10670-0027,1.5
vits_10670-0029,4.0
vits_12249-0001,3.0
vits_12249-0013,4.0
vits_12249-0023,5.0
vits_12865-0000,4.5
vits_12865-0003,4.0
vits_12865-0004,2.5
vits_12865-0008,3.0
vits_12865-0014,4.5
vits_12865-0025,3.0
vits_2959-0003,4.0
vits_2959-0015,4.0
vits_2959-0019,3.0
vits_2959-0020,4.0
vits_2959-0028,3.0
vits_2961-0002,3.5
vits_2961-0009,4.0
vits_2961-0012,4.0
vits_2961-0016,3.0
vits_2961-0023,4.0
vits_2961-0029,4.0
vits_3369-0001,4.0
vits_3369-0005,4.333333333333333
vits_3369-0006,2.0
vits_3369-0018,3.0
vits_3369-0025,5.0
vits_3427-0003,3.0
vits_3427-0004,4.5
vits_3427-0010,3.5
vits_3427-0023,3.0
vits_3427-0024,2.0
vits_3814-0003,3.5
vits_3814-0006,3.0
vits_3814-0007,3.0
vits_3814-0008,4.0
vits_3976-0010,4.0
vits_3976-0016,4.0
vits_3976-0018,4.0
vits_3976-0024,5.0
vits_3976-0025,4.0
vits_4367-0011,5.0
vits_4367-0023,3.0
vits_4778-0003,2.0
vits_4778-0005,5.0
vits_4778-0009,3.0
vits_4778-0012,5.0
