filepath,mos,condition,db
./data/taco2hifigan/taco2hifigan-DI-0011.wav,5.0,synthesized,taco2hifigan
./data/taco2hifigan/taco2hifigan-MA-0010.wav,3.2,synthesized,taco2hifigan
./data/taco2hifigan/taco2hifigan-DI-0028.wav,2.5,synthesized,taco2hifigan
./data/vits/vits_2961-0007.wav,3.5,synthesized,vits
./data/mls/9485_6390_000015.wav,4.0,librivox,ground_truth
./data/noisy/noise-_input_output_PE_PE_taco2hifigan-PE-0028.wav,1.5,noisy,taco2hifigan
./data/mls/6207_5270_000007.wav,5.0,librivox,ground_truth
./data/mls/5888_4811_000016.wav,3.0,librivox,ground_truth
./data/vits/vits_12249-0006.wav,4.0,synthesized,vits
./data/vits/vits_6581-0005.wav,3.0,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-LI-0011.wav,3.0,synthesized,taco2griffinlim
./data/taco2hifigan/taco2hifigan-DR-0024.wav,3.5,synthesized,taco2hifigan
./data/taco2waveglow/taco2waveglow-GS-0001.wav,4.5,synthesized,taco2waveglow
./data/vits/vits_4367-0019.wav,4.333333333333333,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-LI-0027.wav,1.0,synthesized,taco2griffinlim
./data/mls/7028_5323_000006.wav,3.0,librivox,ground_truth
./data/vits/vits_6700-0012.wav,2.0,synthesized,vits
./data/taco2waveglow/taco2waveglow-GM-0012.wav,5.0,synthesized,taco2waveglow
./data/mls/5705_4744_000006.wav,4.333333333333333,librivox,ground_truth
./data/ground_truth/ground_truth_dr_onu-2012-0005.wav,4.0,profissional,ground_truth
./data/noisy/noise-_input_output_LN_LN_taco2hifigan-LN-0027.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_IR_IR_taco2hifigan-IR-0028.wav,2.0,noisy,taco2hifigan
./data/vits/vits_6700-0021.wav,3.5,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-RC-0001.wav,2.0,synthesized,taco2griffinlim
./data/vits/vits_12865-0029.wav,2.0,synthesized,vits
./data/vits/vits_9351-0021.wav,3.0,synthesized,vits
./data/vits/vits_5068-0018.wav,2.0,synthesized,vits
./data/vits/vits_3976-0027.wav,3.0,synthesized,vits
./data/taco2waveglow/taco2waveglow-LI-0013.wav,5.0,synthesized,taco2waveglow
./data/mls/2959_2564_000006.wav,5.0,librivox,ground_truth
./data/taco-gst2waveglow/msc_d_tunner_tacotron_gst_waveglow_0_4.wav,4.133333333333334,synthesized,taco_gst2waveglow
./data/mls/8680_6390_000013.wav,4.0,librivox,ground_truth
./data/noisy/noise-_input_output_GM_GM_taco2hifigan-GM-0014.wav,2.0,noisy,taco2hifigan
./data/ground_truth/ground_truth_dr_onu-2012-0011.wav,3.0,profissional,ground_truth
./data/mls/12249_8708_000008.wav,5.0,librivox,ground_truth
./data/vits/vits_9217-0007.wav,5.0,synthesized,vits
./data/vits/vits_3427-0004.wav,4.5,synthesized,vits
./data/vits/vits_3369-0007.wav,3.0,synthesized,vits
./data/noisy/noise-_input_output_PE_PE_taco2hifigan-PE-0005.wav,2.333333333333333,noisy,taco2hifigan
./data/mls/5103_4744_000003.wav,5.0,librivox,ground_truth
./data/vits/vits_5705-0025.wav,4.0,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-IR-0016.wav,2.0,synthesized,taco2griffinlim
./data/mls/4367_3648_000011.wav,4.0,librivox,ground_truth
./data/vits/vits_6700-0027.wav,2.5,synthesized,vits
./data/taco2hifigan/taco2hifigan-MA-0009.wav,4.0,synthesized,taco2hifigan
./data/noisy/noise-_input_output_GS_GS_taco2hifigan-GS-0024.wav,3.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_LN_LN_taco2hifigan-LN-0006.wav,2.0,noisy,taco2hifigan
./data/taco2waveglow/msc_d_tunner_taco2waveglow_1_13.wav,3.4,synthesized,taco2waveglow
./data/taco2griffinlim/taco2griffin_lim-FN-0015.wav,1.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-LI-0009.wav,1.0,synthesized,taco2griffinlim
./data/noisy/noise-_input_output_RC_RC_taco2hifigan-RC-0023.wav,2.0,noisy,taco2hifigan
./data/vits/vits_7028-0018.wav,4.5,synthesized,vits
./data/noisy/noise-_input_output_PE_PE_taco2hifigan-PE-0013.wav,1.5,noisy,taco2hifigan
./data/noisy/noise-_input_output_IR_IR_taco2hifigan-IR-0018.wav,1.0,noisy,taco2hifigan
./data/vits/vits_5888-0022.wav,3.0,synthesized,vits
./data/vits/vits_10199-0023.wav,3.0,synthesized,vits
./data/mls/4783_3962_000002.wav,2.0,librivox,ground_truth
./data/mls/6601_5323_000003.wav,5.0,librivox,ground_truth
./data/mls/5677_4744_000011.wav,3.8,librivox,ground_truth
./data/taco2griffinlim/taco2griffin_lim-IR-0019.wav,2.0,synthesized,taco2griffinlim
./data/vits/vits_7028-0029.wav,3.0,synthesized,vits
./data/vits/vits_5888-0014.wav,3.0,synthesized,vits
./data/vits/vits_6601-0028.wav,3.0,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-LU-0018.wav,2.0,synthesized,taco2griffinlim
./data/vits/vits_5705-0012.wav,4.0,synthesized,vits
./data/vits/vits_10107-0006.wav,3.0,synthesized,vits
./data/ground_truth/ground_truth_bz_bolsonaro_onu-0001.wav,3.5,profissional,ground_truth
./data/vits/vits_10199-0010.wav,3.0,synthesized,vits
./data/vits/vits_2959-0007.wav,5.0,synthesized,vits
./data/mls/6700_5323_000005.wav,4.5,librivox,ground_truth
./data/vits/vits_5103-0000.wav,4.0,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-GM-0004.wav,1.0,synthesized,taco2griffinlim
./data/vits/vits_5705-0029.wav,3.5,synthesized,vits
./data/vits/vits_12865-0000.wav,4.5,synthesized,vits
./data/noisy/noise-_input_output_DI_DI_taco2hifigan-DI-0019.wav,1.0,noisy,taco2hifigan
./data/taco2waveglow/taco2waveglow-PE-0009.wav,4.5,synthesized,taco2waveglow
./data/taco2griffinlim/taco2griffin_lim-DI-0024.wav,3.0,synthesized,taco2griffinlim
./data/taco2hifigan/taco2hifigan-RC-0002.wav,3.5,synthesized,taco2hifigan
./data/vits/vits_6207-0012.wav,2.0,synthesized,vits
./data/taco2waveglow/taco2waveglow-PE-0011.wav,5.0,synthesized,taco2waveglow
./data/taco2hifigan/taco2hifigan-GS-0016.wav,4.666666666666667,synthesized,taco2hifigan
./data/mls/6601_5323_000016.wav,4.0,librivox,ground_truth
./data/vits/vits_8680-0003.wav,3.0,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-DI-0009.wav,3.0,synthesized,taco2griffinlim
./data/vits/vits_6581-0012.wav,2.0,synthesized,vits
./data/mls/9351_6390_000016.wav,1.0,librivox,ground_truth
./data/taco2hifigan/taco2hifigan-MA-0018.wav,2.0,synthesized,taco2hifigan
./data/noisy/noise-_input_output_GM_GM_taco2hifigan-GM-0015.wav,2.0,noisy,taco2hifigan
./data/vits/vits_3814-0003.wav,3.5,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-DI-0022.wav,2.0,synthesized,taco2griffinlim
./data/vits/vits_6601-0006.wav,3.6666666666666665,synthesized,vits
./data/noisy/noise-_input_output_LN_LN_taco2hifigan-LN-0019.wav,1.0,noisy,taco2hifigan
./data/mls/2961_2564_000014.wav,4.5,librivox,ground_truth
./data/ground_truth/ground_truth_dr_onu-2012-0004.wav,4.5,profissional,ground_truth
./data/taco2hifigan/taco2hifigan-GS-0015.wav,5.0,synthesized,taco2hifigan
./data/vits/vits_5888-0005.wav,4.0,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-GS-0026.wav,3.0,synthesized,taco2griffinlim
./data/taco2hifigan/taco2hifigan-GS-0022.wav,5.0,synthesized,taco2hifigan
./data/vits/vits_9485-0027.wav,2.0,synthesized,vits
./data/mls/5103_3962_000001.wav,4.0,librivox,ground_truth
./data/mls/9351_6390_000002.wav,5.0,librivox,ground_truth
./data/taco2hifigan/taco2hifigan-IR-0022.wav,3.0,synthesized,taco2hifigan
./data/mls/3814_2564_000002.wav,2.5,librivox,ground_truth
./data/vits/vits_8680-0011.wav,2.0,synthesized,vits
./data/taco-gst2waveglow/msc_d_tunner_tacotron_gst_waveglow_1_11.wav,4.0,synthesized,taco_gst2waveglow
./data/mls/9217_6390_000011.wav,4.666666666666667,librivox,ground_truth
./data/vits/vits_8680-0018.wav,1.6666666666666667,synthesized,vits
./data/taco2waveglow/taco2waveglow-DR-0003.wav,3.6666666666666665,synthesized,taco2waveglow
./data/vits/vits_4367-0009.wav,2.0,synthesized,vits
./data/vits/vits_3369-0023.wav,2.0,synthesized,vits
./data/taco2waveglow/taco2waveglow-LU-0003.wav,3.0,synthesized,taco2waveglow
./data/mls/6601_5323_000013.wav,3.0,librivox,ground_truth
./data/taco2griffinlim/taco2griffin_lim-GM-0022.wav,2.0,synthesized,taco2griffinlim
./data/mls/7028_5323_000001.wav,4.0,librivox,ground_truth
./data/vits/vits_6207-0027.wav,4.0,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-LI-0018.wav,2.6666666666666665,synthesized,taco2griffinlim
./data/mls/10107_6390_000000.wav,5.0,librivox,ground_truth
./data/vits/vits_10107-0025.wav,4.0,synthesized,vits
./data/ground_truth/ground_truth_gm_crime_pe_amaro-1059.wav,5.0,profissional,ground_truth
./data/noisy/noise-_input_output_RC_RC_taco2hifigan-RC-0015.wav,2.0,noisy,taco2hifigan
./data/taco2griffinlim/taco2griffin_lim-GS-0029.wav,3.0,synthesized,taco2griffinlim
./data/vits/vits_6207-0011.wav,3.0,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-MA-0007.wav,1.0,synthesized,taco2griffinlim
./data/vits/vits_5068-0020.wav,2.5,synthesized,vits
./data/vits/vits_3369-0029.wav,4.5,synthesized,vits
./data/mls/8680_6390_000017.wav,4.0,librivox,ground_truth
./data/taco2griffinlim/taco2griffin_lim-GM-0016.wav,3.0,synthesized,taco2griffinlim
./data/ground_truth/ground_truth_dr_onu-2012-0019.wav,5.0,profissional,ground_truth
./data/vits/vits_6581-0016.wav,3.0,synthesized,vits
./data/mls/7028_5323_000018.wav,4.5,librivox,ground_truth
./data/taco2griffinlim/taco2griffin_lim-PE-0016.wav,4.0,synthesized,taco2griffinlim
./data/taco2waveglow/taco2waveglow-BZ-0008.wav,3.5,synthesized,taco2waveglow
./data/noisy/noise-_input_output_LI_LI_taco2hifigan-LI-0021.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_BZ_BZ_taco2hifigan-BZ-0024.wav,1.0,noisy,taco2hifigan
./data/taco2waveglow/taco2waveglow-PE-0019.wav,4.0,synthesized,taco2waveglow
./data/taco2griffinlim/taco2griffin_lim-DR-0005.wav,2.0,synthesized,taco2griffinlim
./data/vits/vits_9351-0007.wav,4.0,synthesized,vits
./data/vits/vits_7028-0003.wav,4.5,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-DI-0026.wav,1.5,synthesized,taco2griffinlim
./data/taco2hifigan/taco2hifigan-FN-0024.wav,4.0,synthesized,taco2hifigan
./data/mls/5888_5270_000001.wav,5.0,librivox,ground_truth
./data/vits/vits_9485-0014.wav,4.0,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-GM-0020.wav,3.0,synthesized,taco2griffinlim
./data/taco2hifigan/taco2hifigan-FN-0023.wav,5.0,synthesized,taco2hifigan
./data/taco2griffinlim/taco2griffin_lim-DI-0013.wav,2.0,synthesized,taco2griffinlim
./data/taco2hifigan/taco2hifigan-BZ-0000.wav,2.333333333333333,synthesized,taco2hifigan
./data/vits/vits_6207-0005.wav,2.0,synthesized,vits
./data/taco2waveglow/taco2waveglow-LU-0015.wav,3.0,synthesized,taco2waveglow
./data/noisy/noise-_input_output_LI_LI_taco2hifigan-LI-0013.wav,2.0,noisy,taco2hifigan
./data/ground_truth/ground_truth_msc_d_tunner_tacotron_gst_waveglow_crime_pe_amaro_f-2785.wav,4.75,profissional,ground_truth
./data/taco2griffinlim/taco2griffin_lim-PE-0026.wav,3.333333333333333,synthesized,taco2griffinlim
./data/taco2waveglow/msc_d_tunner_taco2waveglow_1_5.wav,3.75,synthesized,taco2waveglow
./data/noisy/noise-_input_output_PE_PE_taco2hifigan-PE-0006.wav,4.0,noisy,taco2hifigan
./data/taco2griffinlim/taco2griffin_lim-GS-0006.wav,3.0,synthesized,taco2griffinlim
./data/noisy/noise-_input_output_FN_FN_taco2hifigan-FN-0027.wav,1.0,noisy,taco2hifigan
./data/mls/9485_6390_000016.wav,3.0,librivox,ground_truth
./data/taco2waveglow/taco2waveglow-PE-0013.wav,5.0,synthesized,taco2waveglow
./data/vits/vits_12865-0027.wav,4.0,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-RC-0016.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-BZ-0016.wav,3.0,synthesized,taco2griffinlim
./data/vits/vits_9485-0013.wav,3.0,synthesized,vits
./data/taco2hifigan/taco2hifigan-MA-0015.wav,3.0,synthesized,taco2hifigan
./data/mls/9351_6390_000009.wav,4.0,librivox,ground_truth
./data/vits/vits_2959-0020.wav,4.0,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-RC-0012.wav,2.333333333333333,synthesized,taco2griffinlim
./data/vits/vits_9485-0004.wav,3.333333333333333,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-PE-0015.wav,3.0,synthesized,taco2griffinlim
./data/taco2hifigan/taco2hifigan-PE-0026.wav,4.0,synthesized,taco2hifigan
./data/vits/vits_6601-0019.wav,3.333333333333333,synthesized,vits
./data/taco2hifigan/taco2hifigan-BZ-0027.wav,3.2,synthesized,taco2hifigan
./data/vits/vits_5103-0020.wav,3.0,synthesized,vits
./data/taco-gst2waveglow/msc_d_tunner_tacotron_gst_waveglow_0_12.wav,4.0,synthesized,taco_gst2waveglow
./data/ground_truth/ground_truth_msc_d_tunner_taco2waveglow_crime_pe_amaro-0434.wav,4.65,profissional,ground_truth
./data/taco2griffinlim/taco2griffin_lim-LU-0007.wav,2.0,synthesized,taco2griffinlim
./data/vits/vits_4367-0026.wav,5.0,synthesized,vits
./data/noisy/noise-_input_output_IR_IR_taco2hifigan-IR-0005.wav,1.0,noisy,taco2hifigan
./data/taco2waveglow/taco2waveglow-PE-0004.wav,5.0,synthesized,taco2waveglow
./data/vits/vits_4801-0022.wav,4.0,synthesized,vits
./data/vits/vits_12249-0000.wav,4.333333333333333,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-DR-0023.wav,2.25,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-GM-0026.wav,2.0,synthesized,taco2griffinlim
./data/vits/vits_4367-0017.wav,5.0,synthesized,vits
./data/vits/vits_2959-0024.wav,2.0,synthesized,vits
./data/mls/5103_3962_000005.wav,5.0,librivox,ground_truth
./data/vits/vits_12249-0027.wav,5.0,synthesized,vits
./data/taco2waveglow/taco2waveglow-LU-0007.wav,2.5,synthesized,taco2waveglow
./data/taco2griffinlim/taco2griffin_lim-LU-0029.wav,3.0,synthesized,taco2griffinlim
./data/vits/vits_5103-0008.wav,4.0,synthesized,vits
./data/vits/vits_12249-0011.wav,4.0,synthesized,vits
./data/noisy/noise-_input_output_DI_DI_taco2hifigan-DI-0024.wav,2.0,noisy,taco2hifigan
./data/vits/vits_10199-0011.wav,3.0,synthesized,vits
./data/mls/10107_6390_000003.wav,5.0,librivox,ground_truth
./data/vits/vits_6601-0007.wav,3.6666666666666665,synthesized,vits
./data/taco2hifigan/taco2hifigan-LU-0014.wav,3.5,synthesized,taco2hifigan
./data/mls/3369_2564_000003.wav,4.0,librivox,ground_truth
./data/vits/vits_12865-0009.wav,3.6666666666666665,synthesized,vits
./data/noisy/noise-_input_output_RC_RC_taco2hifigan-RC-0028.wav,2.0,noisy,taco2hifigan
./data/taco2griffinlim/taco2griffin_lim-BZ-0027.wav,3.0,synthesized,taco2griffinlim
./data/vits/vits_7028-0013.wav,2.6666666666666665,synthesized,vits
./data/taco2waveglow/taco2waveglow-LU-0018.wav,4.0,synthesized,taco2waveglow
./data/vits/vits_4783-0016.wav,2.0,synthesized,vits
./data/noisy/noise-_input_output_RC_RC_taco2hifigan-RC-0002.wav,3.0,noisy,taco2hifigan
./data/vits/vits_4783-0018.wav,3.0,synthesized,vits
./data/vits/vits_2961-0021.wav,4.0,synthesized,vits
./data/vits/vits_10670-0011.wav,2.6666666666666665,synthesized,vits
./data/mls/2961_2564_000018.wav,5.0,librivox,ground_truth
./data/taco2griffinlim/taco2griffin_lim-DR-0021.wav,3.0,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-GM-0000.wav,3.0,synthesized,taco2griffinlim
./data/vits/vits_2961-0003.wav,4.0,synthesized,vits
./data/vits/vits_9217-0012.wav,3.75,synthesized,vits
./data/taco2waveglow/taco2waveglow-GS-0008.wav,4.0,synthesized,taco2waveglow
./data/vits/vits_12249-0024.wav,4.0,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-LI-0025.wav,1.5,synthesized,taco2griffinlim
./data/noisy/noise-_input_output_RC_RC_taco2hifigan-RC-0029.wav,2.0,noisy,taco2hifigan
./data/mls/4367_3648_000005.wav,5.0,librivox,ground_truth
./data/vits/vits_3427-0029.wav,3.0,synthesized,vits
./data/vits/vits_9217-0025.wav,3.0,synthesized,vits
./data/noisy/noise-_input_output_IR_IR_taco2hifigan-IR-0013.wav,1.3333333333333333,noisy,taco2hifigan
./data/vits/vits_6581-0021.wav,3.0,synthesized,vits
./data/vits/vits_4367-0000.wav,5.0,synthesized,vits
./data/taco2waveglow/taco2waveglow-PE-0028.wav,4.5,synthesized,taco2waveglow
./data/vits/vits_6207-0004.wav,2.5,synthesized,vits
./data/mls/5677_4744_000010.wav,5.0,librivox,ground_truth
./data/noisy/noise-_input_output_FN_FN_taco2hifigan-FN-0025.wav,1.0,noisy,taco2hifigan
./data/taco2griffinlim/taco2griffin_lim-GM-0025.wav,3.0,synthesized,taco2griffinlim
./data/taco2hifigan/taco2hifigan-BZ-0001.wav,4.0,synthesized,taco2hifigan
./data/vits/vits_3427-0024.wav,2.0,synthesized,vits
./data/ground_truth/ground_truth_msc_d_tunner_taco2waveglow_isaura_0782.wav,4.95,profissional,ground_truth
./data/taco2hifigan/taco2hifigan-FN-0021.wav,3.0,synthesized,taco2hifigan
./data/taco2hifigan/taco2hifigan-MA-0003.wav,1.0,synthesized,taco2hifigan
./data/mls/12865_13396_000017.wav,3.0,librivox,ground_truth
./data/vits/vits_5705-0013.wav,4.0,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-DR-0012.wav,3.5,synthesized,taco2griffinlim
./data/vits/vits_3369-0002.wav,4.0,synthesized,vits
./data/vits/vits_4783-0025.wav,1.5,synthesized,vits
./data/noisy/noise-_input_output_DR_DR_taco2hifigan-DR-0018.wav,2.0,noisy,taco2hifigan
./data/vits/vits_4783-0008.wav,4.0,synthesized,vits
./data/vits/vits_10107-0017.wav,5.0,synthesized,vits
./data/mls/10107_6390_000017.wav,4.5,librivox,ground_truth
./data/noisy/noise-_input_output_FN_FN_taco2hifigan-FN-0016.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_RC_RC_taco2hifigan-RC-0017.wav,2.0,noisy,taco2hifigan
./data/taco2waveglow/taco2waveglow-DR-0011.wav,5.0,synthesized,taco2waveglow
./data/noisy/noise-_input_output_IR_IR_taco2hifigan-IR-0027.wav,2.0,noisy,taco2hifigan
./data/vits/vits_5103-0024.wav,2.0,synthesized,vits
./data/taco2waveglow/taco2waveglow-GM-0025.wav,5.0,synthesized,taco2waveglow
./data/vits/vits_7028-0025.wav,3.1666666666666665,synthesized,vits
./data/vits/vits_5705-0006.wav,3.5,synthesized,vits
./data/taco2hifigan/taco2hifigan-IR-0023.wav,2.0,synthesized,taco2hifigan
./data/vits/vits_3976-0003.wav,3.25,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-FN-0005.wav,1.5,synthesized,taco2griffinlim
./data/taco2hifigan/taco2hifigan-LN-0020.wav,1.5,synthesized,taco2hifigan
./data/noisy/noise-_input_output_GS_GS_taco2hifigan-GS-0012.wav,2.5,noisy,taco2hifigan
./data/taco2waveglow/taco2waveglow-DR-0012.wav,4.0,synthesized,taco2waveglow
./data/mls/5705_4744_000015.wav,4.0,librivox,ground_truth
./data/vits/vits_5025-0011.wav,3.6666666666666665,synthesized,vits
./data/noisy/noise-_input_output_FN_FN_taco2hifigan-FN-0012.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_GM_GM_taco2hifigan-GM-0026.wav,1.0,noisy,taco2hifigan
./data/taco2griffinlim/taco2griffin_lim-BZ-0009.wav,2.6666666666666665,synthesized,taco2griffinlim
./data/taco2griffinlim/taco2griffin_lim-MA-0026.wav,1.0,synthesized,taco2griffinlim
./data/ground_truth/ground_truth_dr_onu-2012-0009.wav,5.0,profissional,ground_truth
./data/vits/vits_6581-0019.wav,5.0,synthesized,vits
./data/vits/vits_7028-0027.wav,3.5,synthesized,vits
./data/vits/vits_3427-0013.wav,3.0,synthesized,vits
./data/taco2hifigan/taco2hifigan-FN-0007.wav,3.0,synthesized,taco2hifigan
./data/mls/5103_4744_000001.wav,3.0,librivox,ground_truth
./data/vits/vits_5103-0017.wav,4.0,synthesized,vits
./data/taco2waveglow/taco2waveglow-DR-0018.wav,5.0,synthesized,taco2waveglow
./data/taco2hifigan/taco2hifigan-PE-0018.wav,3.5,synthesized,taco2hifigan
./data/vits/vits_3427-0010.wav,3.5,synthesized,vits
./data/taco-gst2waveglow/msc_d_tunner_tacotron_gst_waveglow_0_19.wav,4.294117647058823,synthesized,taco_gst2waveglow
./data/taco2griffinlim/taco2griffin_lim-RC-0013.wav,2.0,synthesized,taco2griffinlim
./data/noisy/noise-_input_output_IR_IR_taco2hifigan-IR-0009.wav,2.0,noisy,taco2hifigan
./data/taco2griffinlim/taco2griffin_lim-RC-0003.wav,1.5,synthesized,taco2griffinlim
./data/vits/vits_4778-0015.wav,5.0,synthesized,vits
./data/vits/vits_3427-0014.wav,4.5,synthesized,vits
./data/vits/vits_5103-0005.wav,4.0,synthesized,vits
./data/mls/10107_6390_000018.wav,5.0,librivox,ground_truth
./data/ground_truth/ground_truth_pe_isaura_f-0077.wav,5.0,profissional,ground_truth
./data/vits/vits_5025-0024.wav,2.0,synthesized,vits
./data/vits/vits_3814-0017.wav,4.0,synthesized,vits
./data/vits/vits_12865-0008.wav,3.0,synthesized,vits
./data/mls/5068_3962_000000.wav,4.0,librivox,ground_truth
./data/vits/vits_4778-0016.wav,4.0,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-RC-0029.wav,1.5,synthesized,taco2griffinlim
./data/vits/vits_5888-0018.wav,4.0,synthesized,vits
./data/taco2hifigan/taco2hifigan-GS-0009.wav,5.0,synthesized,taco2hifigan
./data/vits/vits_10670-0008.wav,2.0,synthesized,vits
./data/taco2hifigan/taco2hifigan-FN-0016.wav,3.0,synthesized,taco2hifigan
./data/taco2griffinlim/taco2griffin_lim-LU-0015.wav,3.0,synthesized,taco2griffinlim
./data/ground_truth/dataset_oficial_copel-0610.wav,4.5,profissional,ground_truth
./data/noisy/noise-_input_output_IR_IR_taco2hifigan-IR-0002.wav,1.0,noisy,taco2hifigan
./data/noisy/noise-_input_output_LN_LN_taco2hifigan-LN-0009.wav,2.0,noisy,taco2hifigan
./data/mls/12865_13396_000015.wav,3.0,librivox,ground_truth
./data/taco2waveglow/taco2waveglow-GM-0007.wav,5.0,synthesized,taco2waveglow
./data/mls/2959_2564_000017.wav,2.0,librivox,ground_truth
./data/taco2waveglow/taco2waveglow-BZ-0015.wav,3.0,synthesized,taco2waveglow
./data/taco2hifigan/taco2hifigan-RC-0025.wav,4.0,synthesized,taco2hifigan
./data/taco2hifigan/taco2hifigan-DR-0014.wav,3.0,synthesized,taco2hifigan
./data/vits/vits_10670-0027.wav,1.5,synthesized,vits
./data/taco2hifigan/taco2hifigan-LI-0010.wav,5.0,synthesized,taco2hifigan
./data/taco2griffinlim/taco2griffin_lim-BZ-0026.wav,2.0,synthesized,taco2griffinlim
./data/vits/vits_9351-0003.wav,2.6666666666666665,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-DR-0018.wav,1.5,synthesized,taco2griffinlim
./data/mls/9351_6390_000011.wav,4.0,librivox,ground_truth
./data/noisy/noise-_input_output_FN_FN_taco2hifigan-FN-0008.wav,2.0,noisy,taco2hifigan
./data/ground_truth/GS1-0013.wav,4.333333333333333,profissional,ground_truth
./data/taco2waveglow/taco2waveglow-PE-0018.wav,5.0,synthesized,taco2waveglow
./data/noisy/noise-_input_output_LN_LN_taco2hifigan-LN-0017.wav,1.0,noisy,taco2hifigan
./data/mls/6207_5270_000012.wav,4.0,librivox,ground_truth
./data/taco2hifigan/taco2hifigan-IR-0018.wav,3.0,synthesized,taco2hifigan
./data/mls/9217_6390_000015.wav,4.0,librivox,ground_truth
./data/taco2hifigan/taco2hifigan-MA-0029.wav,2.6666666666666665,synthesized,taco2hifigan
./data/vits/vits_4801-0027.wav,1.0,synthesized,vits
./data/taco2hifigan/taco2hifigan-FN-0003.wav,4.0,synthesized,taco2hifigan
./data/vits/vits_9485-0005.wav,5.0,synthesized,vits
./data/vits/vits_5025-0004.wav,3.0,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-GS-0000.wav,2.0,synthesized,taco2griffinlim
./data/vits/vits_10107-0008.wav,2.0,synthesized,vits
./data/ground_truth/ground_truth_bz_bolsonaro_onu-0016.wav,3.0,profissional,ground_truth
./data/vits/vits_3369-0025.wav,5.0,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-LN-0010.wav,2.0,synthesized,taco2griffinlim
./data/vits/vits_2959-0019.wav,3.0,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-FN-0025.wav,2.5,synthesized,taco2griffinlim
./data/vits/vits_4801-0025.wav,3.6666666666666665,synthesized,vits
./data/ground_truth/dataset_oficial_copel-0604.wav,5.0,profissional,ground_truth
./data/taco2griffinlim/taco2griffin_lim-FN-0024.wav,2.5,synthesized,taco2griffinlim
./data/taco2waveglow/taco2waveglow-LU-0011.wav,3.0,synthesized,taco2waveglow
./data/taco2griffinlim/taco2griffin_lim-LU-0008.wav,1.0,synthesized,taco2griffinlim
./data/taco2hifigan/taco2hifigan-LI-0024.wav,5.0,synthesized,taco2hifigan
./data/taco2hifigan/taco2hifigan-DI-0018.wav,2.0,synthesized,taco2hifigan
./data/taco2hifigan/taco2hifigan-MA-0024.wav,2.0,synthesized,taco2hifigan
./data/mls/7028_5323_000008.wav,3.5,librivox,ground_truth
./data/noisy/noise-_input_output_GM_GM_taco2hifigan-GM-0011.wav,1.6666666666666667,noisy,taco2hifigan
./data/mls/12865_13396_000007.wav,5.0,librivox,ground_truth
./data/taco2waveglow/taco2waveglow-LI-0011.wav,4.5,synthesized,taco2waveglow
./data/vits/vits_8680-0023.wav,1.0,synthesized,vits
./data/vits/vits_5103-0011.wav,3.0,synthesized,vits
./data/noisy/noise-_input_output_BZ_BZ_taco2hifigan-BZ-0005.wav,1.0,noisy,taco2hifigan
./data/ground_truth/GS1-0012.wav,5.0,profissional,ground_truth
./data/mls/5888_4811_000004.wav,4.0,librivox,ground_truth
./data/vits/vits_10199-0004.wav,3.1666666666666665,synthesized,vits
./data/taco2griffinlim/taco2griffin_lim-IR-0020.wav,2.0,synthesized,taco2griffinlim
./data/taco2hifigan/taco2hifigan-DR-0018.wav,3.0,synthesized,taco2hifigan
./data/vits/vits_6700-0008.wav,4.0,synthesized,vits
./data/taco2waveglow/taco2waveglow-LI-0027.wav,4.75,synthesized,taco2waveglow
